ID_Venta;Fecha;Producto;Categoria;Cantidad;Precio_Unitario;Costo_Unitario;Metodo_Pago;Ciudad_Venta;Cliente_Edad;Cliente_Genero;Descuento_Aplicado
56;28-01-2023;Cámara Compacta;Fotografía;1;300.00;180.00;Tarjeta;Barcelona;40;M;0.00
57;29-01-2023;Smart Band;Wearables;1;50.00;25.00;Transferencia;Madrid;26;F;0.00
58;29-01-2023;SSD Externo 500GB;Almacenamiento;1;80.00;45.00;Efectivo;Valencia;30;M;0.05
59;30-01-2023;Impresora Láser;Impresoras;1;250.00;150.00;Tarjeta;Sevilla;45;F;0.00
60;30-01-2023;Altavoz Bluetooth JBL;Audio;1;90.00;50.00;Efectivo;Madrid;24;M;0.10
61;01-02-2023;Laptop Educativa;Portátiles;1;700.00;450.00;Tarjeta;Barcelona;20;F;0.00
62;01-02-2023;Auriculares con Cable;Audio;3;25.00;12.00;Efectivo;Valencia;29;M;0.00
63;02-02-2023;Smartphone económico;Smartphones;1;400.00;250.00;Transferencia;Sevilla;35;F;0.00
64;02-02-2023;Mouse  Óptico;Accesorios;2;15.00;7.00;Tarjeta;Madrid;28;M;0.00
65;03-02-2023;Monitor Full HD;Monitores;1;200.00;120.00;Efectivo;Barcelona;32;F;0.05
66;03-02-2023;Cámara Deportiva;Fotografía;1;180.00;100.00;Tarjeta;Valencia;25;M;0.00
67;04-02-2023;Smartwatch Básico;Wearables;1;150.00;80.00;Transferencia;Sevilla;30;F;0.00
68;04-02-2023;Pendrive 128GB;Almacenamiento;4;20.00;10.00;Efectivo;Madrid;23;M;0.00
69;05-02-2023;Impresora de Etiquetas;Impresoras;1;100.00;60.00;Tarjeta;Barcelona;40;F;0.00
70;05-02-2023;Altavoz Bluetooth JBL;Audio;1;90.00;50.00;Efectivo;Valencia;26;M;0.10
71;06-02-2023;Tablet económica;Tablets;1;180.00;100.00;Transferencia;Sevilla;31;F;0.00
72;06-02-2023;Webcam Básica;Accesorios;2;20.00;10.00;Tarjeta;Madrid;24;M;0.00
73;07-02-2023;Mouse Inalámbrico;Accesorios;1;40.00;20.00;Efectivo;Barcelona;35;F;0.00
74;07-02-2023;"TV Smart 32""";Televisores;1;350.00;200.00;Tarjeta;Valencia;48;M;0.00
75;08-02-2023;Barra de Sonido Compacta;Audio;1;100.00;60.00;Transferencia;Sevilla;30;F;0.00
76;08-02-2023;Drone para principiantes;Drones;1;150.00;90.00;Efectivo;Madrid;22;M;0.05
77;09-02-2023;Auriculares USB-C;Audio;3;40.00;20.00;Tarjeta;Barcelona;29;F;0.00
78;09-02-2023;Ebook Reader Paperwhite;Lectores;1;130.00;80.00;Transferencia;Valencia;58;M;0.00
79;10-02-2023;Router Wifi 5;Redes;1;60.00;30.00;Efectivo;Sevilla;34;F;0.00
80;10-02-2023;Memoria SD 128GB;Almacenamiento;2;25.00;12.00;Tarjeta;Madrid;20;M;0.00
81;11-02-2023;Laptop Chromebook;Portátiles;1;400.00;250.00;Tarjeta;Barcelona;25;F;0.00
82;11-02-2023;Smartwatch Kid;Wearables;1;80.00;40.00;Efectivo;Valencia;30;M;0.00
83;12-02-2023;"Monitor LED 24""";Monitores;1;150.00;90.00;Transferencia;Sevilla;38;F;0.00
84;12-02-2023;Cámara de Vigilancia;Seguridad;1;80.00;45.00;Tarjeta;Madrid;42;M;0.00
85;13-02-2023;Auriculares con Micrófono;Audio;2;60.00;30.00;Efectivo;Barcelona;28;F;0.00
86;13-02-2023;Power Bank Compacta;Accesorios;3;20.00;10.00;Transferencia;Valencia;21;M;0.00
87;14-02-2023;Minicomponente Portátil;Audio;1;180.00;100.00;Tarjeta;Sevilla;48;F;0.00
88;14-02-2023;Disco SSD Externo;Almacenamiento;1;100.00;60.00;Efectivo;Madrid;35;M;0.00
89;15-02-2023;Proyector Mini;Proyectores;1;250.00;150.00;Tarjeta;Barcelona;39;F;0.00
90;15-02-2023;Cable USB-C;Accesorios;5;8.00;4.00;Efectivo;Valencia;20;M;0.00
91;16-02-2023;Laptop Ultrabook;Portátiles;1;1300.00;900.00;Transferencia;Sevilla;40;F;0.05
92;16-02-2023;Altavoz Bluetooth JBL;Audio;1;90.00;50.00;Tarjeta;Madrid;27;M;0.10
93;17-02-2023;Smartphone gaming;Smartphones;1;700.00;500.00;Efectivo;Barcelona;26;F;0.00
94;17-02-2023;Tablet Media;Tablets;1;300.00;180.00;Tarjeta;Valencia;32;M;0.00
95;18-02-2023;Router de Malla;Redes;1;100.00;60.00;Transferencia;Sevilla;40;F;0.00
96;18-02-2023;"Smart TV 50""";Televisores;1;700.00;480.00;Efectivo;Madrid;55;M;0.00
97;19-02-2023;Soporte para Portátil;Accesorios;1;30.00;15.00;Tarjeta;Barcelona;24;F;0.00
98;19-02-2023;Webcam para streaming;Accesorios;1;100.00;60.00;Efectivo;Valencia;30;M;0.00
99;20-02-2023;Auriculares con cancelación de ruido;Audio;1;150.00;80.00;Transferencia;Sevilla;35;F;0.05
100;20-02-2023;Hub USB-C;Accesorios;2;25.00;12.00;Tarjeta;Madrid;22;M;0.00
101;01-03-2023;Laptop Basic;Portátiles;1;600.00;350.00;Tarjeta;Madrid;30;F;0.00
102;01-03-2023;Audífonos Inalámbricos;Audio;2;90.00;50.00;Efectivo;Barcelona;25;M;0.00
103;02-03-2023;Smartphone Pro;Smartphones;1;1000.00;700.00;Transferencia;Valencia;40;F;0.10
104;02-03-2023;Gaming Keyboard;Accesorios;1;110.00;60.00;Tarjeta;Madrid;23;M;0.00
105;03-03-2023;Monitor Gamer;Monitores;1;500.00;300.00;Efectivo;Sevilla;29;F;0.05
106;03-03-2023;Cámara Mirrorless;Fotografía;1;900.00;600.00;Tarjeta;Barcelona;45;M;0.00
107;04-03-2023;Smartwatch Avanzado;Wearables;1;250.00;150.00;Transferencia;Madrid;32;F;0.00
108;04-03-2023;Disco Duro Externo 1TB;Almacenamiento;1;100.00;55.00;Efectivo;Valencia;37;M;0.05
109;05-03-2023;Impresora 3D;Impresoras;1;400.00;250.00;Tarjeta;Sevilla;30;F;0.00
110;05-03-2023;Altavoz Inteligente con Pantalla;Audio;1;120.00;70.00;Efectivo;Madrid;26;M;0.10
111;06-03-2023;Tablet Premium;Tablets;1;500.00;300.00;Transferencia;Barcelona;35;F;0.00
112;06-03-2023;Micrófono USB;Accesorios;1;80.00;40.00;Tarjeta;Valencia;28;M;0.00
113;07-03-2023;Mouse Vertical;Accesorios;1;50.00;25.00;Efectivo;Sevilla;42;F;0.05
114;07-03-2023;"TV OLED 65""";Televisores;1;1500.00;1000.00;Tarjeta;Madrid;60;M;0.00
115;08-03-2023;Soundbar Premium;Audio;1;300.00;180.00;Transferencia;Barcelona;35;F;0.00
116;08-03-2023;Drone Profesional;Drones;1;700.00;450.00;Efectivo;Valencia;28;M;0.10
117;09-03-2023;Auriculares Hi-Fi;Audio;1;200.00;100.00;Tarjeta;Sevilla;32;F;0.00
118;09-03-2023;Ebook Reader KOBO;Lectores;1;140.00;85.00;Transferencia;Madrid;55;M;0.05
119;10-03-2023;Extensor Wifi;Redes;1;50.00;25.00;Efectivo;Barcelona;38;F;0.00
120;10-03-2023;Memoria RAM 16GB;Almacenamiento;1;60.00;30.00;Tarjeta;Valencia;25;M;0.00
121;11-03-2023;Laptop Workstation;Portátiles;1;2500.00;1800.00;Tarjeta;Madrid;45;M;0.15
122;11-03-2023;Auriculares Bluetooth Sony;Audio;1;180.00;100.00;Efectivo;Barcelona;30;F;0.00
123;12-03-2023;Smartphone Z;Smartphones;1;1200.00;850.00;Transferencia;Valencia;40;M;0.00
124;12-03-2023;Hub USB;Accesorios;3;20.00;10.00;Tarjeta;Sevilla;24;F;0.05
125;13-03-2023;Monitor Ultrafino;Monitores;1;350.00;200.00;Efectivo;Madrid;30;M;0.00
126;13-03-2023;Cámara Web;Accesorios;1;40.00;20.00;Transferencia;Barcelona;27;F;0.00
127;14-03-2023;Minicomponente con Bluetooth;Audio;1;200.00;120.00;Tarjeta;Valencia;52;M;0.00
128;14-03-2023;SSD M.2 1TB;Almacenamiento;1;150.00;80.00;Efectivo;Sevilla;39;F;0.00
129;15-03-2023;Proyector 4K;Proyectores;1;800.00;500.00;Tarjeta;Madrid;48;M;0.05
130;15-03-2023;Cable Ethernet;Accesorios;5;10.00;6.00;Efectivo;Barcelona;21;F;0.00
131;16-03-2023;Laptop Convertible;Portátiles;1;1000.00;700.00;Transferencia;Valencia;35;M;0.10
132;16-03-2023;Altavoz Portátil Bose;Audio;1;150.00;90.00;Tarjeta;Sevilla;29;F;0.00
133;17-03-2023;Smartphone gaming Pro;Smartphones;1;900.00;650.00;Efectivo;Madrid;28;M;0.00
134;17-03-2023;Tablet Gráfica;Tablets;1;300.00;180.00;Tarjeta;Barcelona;36;F;0.05
135;18-03-2023;Router Gaming Pro;Redes;1;200.00;120.00;Transferencia;Valencia;25;M;0.00
136;18-03-2023;"Smart TV QLED 65""";Televisores;1;1200.00;800.00;Efectivo;Sevilla;60;F;0.00
137;19-03-2023;Soporte para Tablet;Accesorios;2;20.00;10.00;Tarjeta;Madrid;26;M;0.00
138;19-03-2023;Webcam Full HD;Accesorios;1;50.00;25.00;Efectivo;Barcelona;32;F;0.00
139;20-03-2023;Auriculares Inalámbricos Gaming;Audio;1;130.00;70.00;Transferencia;Valencia;24;M;0.05
140;20-03-2023;Adaptador USB-C;Accesorios;3;15.00;8.00;Tarjeta;Sevilla;38;F;0.00
141;21-03-2023;Consola Portátil;Gaming;1;300.00;200.00;Tarjeta;Madrid;21;M;0.10
142;21-03-2023;Monitor Dual;Monitores;1;600.00;350.00;Efectivo;Barcelona;40;F;0.00
143;22-03-2023;Robot de Cocina;Hogar Inteligente;1;400.00;250.00;Transferencia;Valencia;48;M;0.00
144;22-03-2023;Sistema de Audio Home Cinema;Audio;1;700.00;450.00;Tarjeta;Sevilla;55;F;0.10
145;23-03-2023;Router Malla 2p;Redes;1;200.00;120.00;Efectivo;Madrid;30;M;0.00
146;23-03-2023;Cargador Rápido;Accesorios;2;30.00;15.00;Transferencia;Barcelona;28;F;0.00
147;24-03-2023;Teclado Mecánico RGB;Accesorios;1;100.00;55.00;Tarjeta;Valencia;35;M;0.00
148;24-03-2023;Altavoz Inteligente Amazon;Audio;1;80.00;40.00;Efectivo;Sevilla;30;F;0.05
149;25-03-2023;Ebook Reader Kobo Clara;Lectores;1;120.00;70.00;Tarjeta;Madrid;65;M;0.00
150;25-03-2023;Smartwatch Samsung;Wearables;1;250.00;150.00;Transferencia;Barcelona;27;F;0.00
151;01-04-2023;Laptop Ultraligera;Portátiles;1;1500.00;1000.00;Tarjeta;Madrid;32;M;0.05
152;01-04-2023;Auriculares Deportivos;Audio;2;70.00;35.00;Efectivo;Barcelona;26;F;0.00
153;02-04-2023;Smartphone Plegable;Smartphones;1;1800.00;1300.00;Transferencia;Valencia;40;M;0.15
154;02-04-2023;Mouse Vertical Ergonómico;Accesorios;1;60.00;30.00;Tarjeta;Madrid;38;F;0.00
155;03-04-2023;Monitor Táctil;Monitores;1;400.00;250.00;Efectivo;Sevilla;30;M;0.00
156;03-04-2023;Cámara Instantánea;Fotografía;1;90.00;50.00;Tarjeta;Barcelona;25;F;0.00
157;04-04-2023;Smart Band Fitness;Wearables;1;60.00;30.00;Transferencia;Madrid;28;M;0.00
158;04-04-2023;SSD Portátil 2TB;Almacenamiento;1;250.00;150.00;Efectivo;Valencia;42;F;0.05
159;05-04-2023;Impresora Fotográfica;Impresoras;1;300.00;180.00;Tarjeta;Sevilla;35;M;0.00
160;05-04-2023;Altavoz Inteligente Google;Audio;1;100.00;60.00;Efectivo;Madrid;23;F;0.10
161;06-04-2023;Tablet Niños;Tablets;1;150.00;80.00;Tarjeta;Barcelona;30;M;0.00
162;06-04-2023;Micrófono Condensador;Accesorios;1;100.00;50.00;Efectivo;Valencia;27;F;0.00
163;07-04-2023;Mouse Gamer RGB;Accesorios;1;80.00;40.00;Transferencia;Sevilla;20;M;0.05
164;07-04-2023;TV Proyector;Televisores;1;900.00;600.00;Tarjeta;Madrid;58;F;0.00
165;08-04-2023;Auriculares Bluetooth JBL;Audio;1;100.00;55.00;Transferencia;Barcelona;33;M;0.00
166;08-04-2023;Drone con Cámara 4K;Drones;1;500.00;300.00;Efectivo;Valencia;26;F;0.10
167;09-04-2023;Auriculares Abiertos;Audio;1;150.00;80.00;Tarjeta;Sevilla;30;M;0.00
168;09-04-2023;Ebook Reader Premium;Lectores;1;180.00;110.00;Transferencia;Madrid;60;F;0.05
169;10-04-2023;Mesh Wifi System;Redes;1;250.00;150.00;Efectivo;Barcelona;35;M;0.00
170;10-04-2023;Memoria Externa SSD;Almacenamiento;1;180.00;100.00;Tarjeta;Valencia;40;F;0.00
171;11-04-2023;Laptop de Diseño;Portátiles;1;2200.00;1600.00;Tarjeta;Madrid;38;M;0.10
172;11-04-2023;Audífonos Profesionales;Audio;1;300.00;180.00;Efectivo;Barcelona;32;F;0.00
173;12-04-2023;Smartphone Gaming Pro;Smartphones;1;1100.00;800.00;Transferencia;Valencia;27;M;0.00
174;12-04-2023;Controlador Gaming;Accesorios;1;70.00;40.00;Tarjeta;Madrid;22;F;0.05
175;13-04-2023;Monitor Curvo Grande;Monitores;1;700.00;450.00;Efectivo;Sevilla;35;M;0.00
176;13-04-2023;Cámara Vigilancia Inalámbrica;Seguridad;1;150.00;80.00;Transferencia;Barcelona;40;F;0.00
177;14-04-2023;Auriculares Bluetooth Grandes;Audio;1;150.00;80.00;Tarjeta;Valencia;30;M;0.00
178;14-04-2023;Power Station;Accesorios;1;200.00;120.00;Efectivo;Sevilla;45;F;0.00
179;15-04-2023;Proyector Portátil Mini;Proyectores;1;300.00;180.00;Tarjeta;Madrid;40;M;0.05
180;15-04-2023;Cable de Red;Accesorios;10;5.00;2.00;Efectivo;Barcelona;25;F;0.00
181;16-04-2023;Laptop para Juegos;Portátiles;1;1600.00;1100.00;Transferencia;Valencia;28;M;0.10
182;16-04-2023;Altavoz Inteligente Google Nest;Audio;1;120.00;70.00;Tarjeta;Sevilla;32;F;0.00
183;17-04-2023;Smartphone de Gama Alta;Smartphones;1;1500.00;1000.00;Efectivo;Madrid;38;M;0.00
184;17-04-2023;Tablet para Dibujar;Tablets;1;450.00;280.00;Tarjeta;Barcelona;30;F;0.05
185;18-04-2023;Router de Fibra Óptica;Redes;1;180.00;100.00;Transferencia;Valencia;42;M;0.00
186;18-04-2023;"Smart TV 75""";Televisores;1;2000.00;1500.00;Efectivo;Sevilla;65;F;0.00
187;19-04-2023;Soporte para Celular;Accesorios;3;10.00;5.00;Tarjeta;Madrid;20;M;0.00
188;19-04-2023;Webcam con Micrófono;Accesorios;1;70.00;35.00;Efectivo;Barcelona;29;F;0.00
189;20-04-2023;Auriculares Plegables;Audio;1;80.00;40.00;Transferencia;Valencia;25;M;0.05
190;20-04-2023;Adaptador HDMI;Accesorios;2;15.00;7.00;Tarjeta;Sevilla;33;F;0.00
191;21-04-2023;Consola de Videojuegos Portátil;Gaming;1;400.00;250.00;Tarjeta;Madrid;22;M;0.10
192;21-04-2023;Monitor Profesional;Monitores;1;800.00;500.00;Efectivo;Barcelona;45;F;0.00
193;22-04-2023;Robot de Limpieza;Hogar Inteligente;1;500.00;300.00;Transferencia;Valencia;50;M;0.00
194;22-04-2023;Sistema de Sonido Envolvente;Audio;1;1000.00;600.00;Tarjeta;Sevilla;60;F;0.10
195;23-04-2023;Router con VPN;Redes;1;250.00;150.00;Efectivo;Madrid;35;M;0.00
196;23-04-2023;Cargador MÃºltiple;Accesorios;1;40.00;20.00;Transferencia;Barcelona;30;F;0.00
197;24-04-2023;Teclado Inalámbrico y Mouse;Accesorios;1;80.00;40.00;Tarjeta;Valencia;40;M;0.00
198;24-04-2023;Altavoz Inteligente HomePod;Audio;1;300.00;180.00;Efectivo;Sevilla;38;F;0.05
199;25-04-2023;Ebook Reader Impermeable;Lectores;1;160.00;90.00;Tarjeta;Madrid;50;M;0.00
200;25-04-2023;Smartwatch para Niños;Wearables;1;100.00;50.00;Transferencia;Barcelona;25;F;0.00
201;26-04-2023;Laptop de Diseño Gráfico;Portátiles;1;2800.00;2000.00;Tarjeta;Madrid;30;M;0.15
202;26-04-2023;Audífonos de Estudio;Audio;1;400.00;250.00;Efectivo;Barcelona;42;F;0.00
203;27-04-2023;Smartphone Ultra Delgado;Smartphones;1;1000.00;700.00;Transferencia;Valencia;35;M;0.00
204;27-04-2023;Gamepad;Accesorios;1;60.00;30.00;Tarjeta;Madrid;20;F;0.05
205;28-04-2023;Monitor Gamer 144Hz;Monitores;1;600.00;380.00;Efectivo;Sevilla;28;M;0.00
206;28-04-2023;Cámara de Seguridad Exterior;Seguridad;1;180.00;100.00;Tarjeta;Barcelona;40;F;0.00
207;29-04-2023;Auriculares VR;Audio;1;300.00;180.00;Transferencia;Madrid;25;M;0.00
208;29-04-2023;Base de Carga Inalámbrica;Accesorios;1;50.00;25.00;Efectivo;Valencia;30;F;0.00
209;30-04-2023;Proyector para Oficina;Proyectores;1;400.00;250.00;Tarjeta;Sevilla;48;M;0.05
210;30-04-2023;Cable DisplayPort;Accesorios;2;20.00;10.00;Efectivo;Barcelona;22;F;0.00
211;01-05-2023;Laptop Profesional;Portátiles;1;1800.00;1200.00;Transferencia;Madrid;40;M;0.10
212;01-05-2023;Audífonos Inalámbricos JBL;Audio;1;100.00;55.00;Tarjeta;Barcelona;26;F;0.00
213;02-05-2023;Smartphone Básico;Smartphones;1;500.00;300.00;Efectivo;Valencia;35;M;0.00
214;02-05-2023;Teclado Ergonómico;Accesorios;1;90.00;50.00;Transferencia;Madrid;32;F;0.05
215;03-05-2023;Monitor de Oficina;Monitores;1;250.00;150.00;Tarjeta;Sevilla;45;M;0.00
216;03-05-2023;Cámara Web Logitech;Accesorios;1;60.00;30.00;Efectivo;Barcelona;29;F;0.00
217;04-05-2023;Smartwatch Huawei;Wearables;1;180.00;100.00;Transferencia;Madrid;24;M;0.00
218;04-05-2023;Disco Duro Externo 4TB;Almacenamiento;1;150.00;80.00;Tarjeta;Valencia;50;F;0.00
219;05-05-2023;Impresora de Gran Formato;Impresoras;1;600.00;350.00;Efectivo;Sevilla;38;M;0.05
220;05-05-2023;Altavoz Bluetooth JBL Flip;Audio;1;120.00;70.00;Tarjeta;Madrid;21;F;0.00
221;06-05-2023;Tablet Samsung;Tablets;1;300.00;180.00;Transferencia;Barcelona;30;M;0.00
222;06-05-2023;Auriculares con Cable USB-C;Audio;2;40.00;20.00;Efectivo;Valencia;27;F;0.00
223;07-05-2023;Mouse Óptico Inalámbrico;Accesorios;1;30.00;15.00;Tarjeta;Sevilla;40;M;0.00
224;07-05-2023;"TV LED 60""";Televisores;1;750.00;500.00;Efectivo;Madrid;55;F;0.00
225;08-05-2023;Barra de Sonido con Subwoofer;Audio;1;250.00;150.00;Transferencia;Barcelona;35;M;0.00
226;08-05-2023;Drone con GPS;Drones;1;400.00;250.00;Tarjeta;Valencia;28;F;0.10
227;09-05-2023;Auriculares In-ear Deportivos;Audio;3;60.00;30.00;Efectivo;Sevilla;25;M;0.00
228;09-05-2023;Ebook Reader con Luz Frontal;Lectores;1;130.00;80.00;Tarjeta;Madrid;62;F;0.05
229;10-05-2023;Router Inalámbrico;Redes;1;70.00;35.00;Transferencia;Barcelona;38;M;0.00
230;10-05-2023;Memoria USB 128GB;Almacenamiento;4;20.00;10.00;Efectivo;Valencia;22;F;0.00
231;11-05-2023;Laptop de Negocios;Portátiles;1;1200.00;800.00;Tarjeta;Madrid;40;M;0.05
232;11-05-2023;Smartwatch Apple Watch;Wearables;1;350.00;200.00;Efectivo;Barcelona;30;F;0.00
233;12-05-2023;Monitor con USB-C;Monitores;1;400.00;250.00;Transferencia;Valencia;35;M;0.00
234;12-05-2023;Cámara para Streaming;Seguridad;1;100.00;60.00;Tarjeta;Sevilla;28;F;0.00
235;13-05-2023;Auriculares Profesionales;Audio;1;250.00;150.00;Efectivo;Madrid;32;M;0.00
236;13-05-2023;Power Bank Solar;Accesorios;1;50.00;25.00;Transferencia;Barcelona;25;F;0.00
237;14-05-2023;Minicomponente con CD;Audio;1;150.00;90.00;Tarjeta;Valencia;50;M;0.00
238;14-05-2023;Disco Duro Externo Portátil;Almacenamiento;1;80.00;45.00;Efectivo;Sevilla;37;F;0.00
239;15-05-2023;Proyector de Cine en Casa;Proyectores;1;1000.00;600.00;Tarjeta;Madrid;45;M;0.10
240;15-05-2023;Cable HDMI 4K;Accesorios;3;15.00;7.00;Efectivo;Barcelona;20;F;0.00
241;16-05-2023;Laptop para Programación;Portátiles;1;1500.00;1000.00;Transferencia;Valencia;30;M;0.00
242;16-05-2023;Altavoz Inteligente con Cámara;Audio;1;180.00;100.00;Tarjeta;Sevilla;28;F;0.05
243;17-05-2023;Smartphone Google Pixel;Smartphones;1;800.00;550.00;Efectivo;Madrid;35;M;0.00
244;17-05-2023;Tablet Lenovo;Tablets;1;200.00;120.00;Tarjeta;Barcelona;32;F;0.00
245;18-05-2023;Router de Viaje;Redes;1;40.00;20.00;Transferencia;Valencia;24;M;0.00
246;18-05-2023;"Smart TV Sony 55""";Televisores;1;900.00;600.00;Efectivo;Sevilla;50;F;0.00
247;19-05-2023;Soporte para Bicicleta (celular);Accesorios;2;15.00;7.00;Tarjeta;Madrid;27;M;0.00
248;19-05-2023;Webcam para Videoconferencia;Accesorios;1;80.00;40.00;Efectivo;Barcelona;31;F;0.00
249;20-05-2023;Auriculares con Luz LED;Audio;1;70.00;35.00;Transferencia;Valencia;23;M;0.05
